size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.7269,0.6786,0.7118,0.7118,0.7019
49999,rf,0.7269,0.6786,0.7118,0.7118,0.7019
99999,xgb,0.727,0.669,0.7089,0.7089,0.6968
99999,rf,0.727,0.669,0.7088,0.7088,0.6968
150000,xgb,0.7248,0.6602,0.7047,0.7047,0.691
150000,rf,0.7248,0.6602,0.7047,0.7047,0.691
199998,xgb,0.7208,0.6517,0.6996,0.6996,0.6845
199998,rf,0.7208,0.6517,0.6996,0.6996,0.6845
249998,xgb,0.7164,0.6439,0.6945,0.6945,0.6782
249998,rf,0.7164,0.6437,0.6944,0.6944,0.6781
300000,xgb,0.7139,0.6363,0.6906,0.6906,0.6729
300000,rf,0.7139,0.6362,0.6906,0.6906,0.6728
349999,xgb,0.7117,0.6317,0.6879,0.6879,0.6693
349999,rf,0.7117,0.6317,0.6879,0.6879,0.6693
399999,xgb,0.7091,0.6261,0.6846,0.6846,0.665
399999,rf,0.7091,0.626,0.6846,0.6846,0.665
449999,xgb,0.7079,0.6231,0.683,0.683,0.6628
449999,rf,0.7079,0.6231,0.683,0.683,0.6628
499999,xgb,0.7062,0.6179,0.6804,0.6804,0.6591
499999,rf,0.7062,0.6178,0.6804,0.6804,0.6591
550000,xgb,0.703,0.6143,0.6774,0.6774,0.6557
550000,rf,0.703,0.6142,0.6774,0.6774,0.6556
