size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.7096,0.5962,0.6761,0.6761,0.648
49999,rf,0.7096,0.5962,0.6761,0.6761,0.648
99999,xgb,0.7153,0.5982,0.68,0.68,0.6515
99999,rf,0.7153,0.5982,0.68,0.68,0.6515
149999,xgb,0.7114,0.5925,0.6761,0.6761,0.6465
149999,rf,0.7114,0.5925,0.6761,0.6761,0.6465
199999,xgb,0.7098,0.5852,0.673,0.673,0.6415
199999,rf,0.7098,0.5852,0.673,0.673,0.6415
249999,xgb,0.7098,0.5832,0.6724,0.6724,0.6403
249999,rf,0.7098,0.5832,0.6724,0.6724,0.6403
300000,xgb,0.7086,0.5837,0.6718,0.6718,0.6401
300000,rf,0.7086,0.5837,0.6718,0.6718,0.6401
349999,xgb,0.7065,0.5831,0.6705,0.6705,0.6389
349999,rf,0.7065,0.5831,0.6705,0.6705,0.6389
399999,xgb,0.7062,0.5838,0.6705,0.6705,0.6392
399999,rf,0.7062,0.5838,0.6705,0.6705,0.6392
450000,xgb,0.7072,0.5852,0.6715,0.6715,0.6405
450000,rf,0.7072,0.5852,0.6715,0.6715,0.6405
500000,xgb,0.7059,0.5857,0.6708,0.6708,0.6402
500000,rf,0.7059,0.5857,0.6708,0.6708,0.6402
550000,xgb,0.7067,0.5891,0.6723,0.6723,0.6426
550000,rf,0.7067,0.5891,0.6723,0.6723,0.6426
599999,xgb,0.7069,0.5916,0.6732,0.6732,0.6441
599999,rf,0.7069,0.5916,0.6732,0.6732,0.6441
649999,xgb,0.7058,0.5939,0.6732,0.6732,0.6451
649999,rf,0.7058,0.5939,0.6732,0.6732,0.6451
699999,xgb,0.7061,0.5953,0.6738,0.6738,0.646
699999,rf,0.7061,0.5953,0.6738,0.6738,0.646
749999,xgb,0.7065,0.5998,0.6753,0.6753,0.6488
749999,rf,0.7065,0.5998,0.6753,0.6753,0.6488
799999,xgb,0.7063,0.5983,0.6747,0.6747,0.6478
799999,rf,0.7063,0.5983,0.6747,0.6747,0.6478
999999,xgb,0.7037,0.5892,0.6706,0.6706,0.6414
999999,rf,0.7037,0.5892,0.6706,0.6706,0.6414
1499999,xgb,0.6968,0.5737,0.662,0.662,0.6293
1499999,rf,0.6968,0.5737,0.662,0.662,0.6293
1999999,xgb,0.6949,0.5756,0.6615,0.6615,0.6297
1999999,rf,0.6949,0.5756,0.6615,0.6615,0.6297
