size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.6128,0.5738,0.6056,0.6056,0.5926
50000,rf,0.6128,0.5738,0.6056,0.6056,0.5926
100000,xgb,0.6671,0.5841,0.6463,0.6463,0.6229
100000,rf,0.6671,0.5841,0.6463,0.6463,0.6229
150000,xgb,0.7076,0.5802,0.6702,0.6702,0.6376
150000,rf,0.7076,0.5802,0.6702,0.6702,0.6376
199999,xgb,0.7128,0.5483,0.6637,0.6637,0.6198
199999,rf,0.7128,0.5483,0.6637,0.6637,0.6198
249999,xgb,0.7656,0.5866,0.7035,0.7035,0.6643
249999,rf,0.7656,0.5866,0.7035,0.7035,0.6643
299999,xgb,0.8341,0.5143,0.706,0.706,0.6363
299999,rf,0.8341,0.5143,0.706,0.706,0.6363
349999,xgb,0.8976,0.5429,0.7405,0.7405,0.6765
349999,rf,0.8976,0.5429,0.7405,0.7405,0.6765
399999,xgb,0.9171,0.4943,0.7248,0.7248,0.6424
399999,rf,0.9171,0.4943,0.7248,0.7248,0.6424
449998,xgb,0.913,0.5156,0.7333,0.7333,0.659
449998,rf,0.913,0.5156,0.7333,0.7333,0.659
500000,xgb,0.9346,0.4992,0.7321,0.7321,0.6508
500000,rf,0.9346,0.4992,0.7321,0.7321,0.6508
549999,xgb,0.9157,0.5093,0.7312,0.7312,0.6545
549999,rf,0.9157,0.5093,0.7312,0.7312,0.6545
599999,xgb,0.8685,0.5118,0.7172,0.7172,0.6441
599999,rf,0.8685,0.5118,0.7172,0.7172,0.6441
649999,xgb,0.9409,0.4787,0.7243,0.7243,0.6346
649999,rf,0.9409,0.4787,0.7243,0.7243,0.6346
699999,xgb,0.9484,0.4762,0.7251,0.7251,0.634
699999,rf,0.9484,0.4762,0.7251,0.7251,0.634
749999,xgb,0.9505,0.4694,0.7225,0.7225,0.6285
749999,rf,0.9505,0.4694,0.7225,0.7225,0.6285
800000,xgb,0.954,0.4398,0.7093,0.7093,0.602
800000,rf,0.954,0.4398,0.7093,0.7093,0.602
1000000,xgb,0.9545,0.4604,0.7192,0.7192,0.6211
1000000,rf,0.9545,0.4604,0.7192,0.7192,0.6211
1499999,xgb,0.9419,0.4355,0.7043,0.7043,0.5956
1499999,rf,0.9419,0.4355,0.7043,0.7043,0.5956
1999998,xgb,0.905,0.4333,0.6939,0.6939,0.586
1999998,rf,0.905,0.4333,0.6939,0.6939,0.586
