size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.6065,0.5546,0.5974,0.5974,0.5794
50000,rf,0.6065,0.5546,0.5974,0.5974,0.5794
100000,xgb,0.6474,0.5803,0.6321,0.6321,0.612
100000,rf,0.6474,0.5803,0.6321,0.6321,0.612
149999,xgb,0.7044,0.5329,0.6546,0.6546,0.6067
149999,rf,0.7044,0.5329,0.6546,0.6546,0.6067
199999,xgb,0.7546,0.5612,0.6893,0.6893,0.6437
199999,rf,0.7546,0.5612,0.6893,0.6893,0.6437
249999,xgb,0.8075,0.5654,0.7153,0.7153,0.6651
249999,rf,0.8075,0.5654,0.7153,0.7153,0.6651
299999,xgb,0.8186,0.5212,0.7029,0.7029,0.6369
299999,rf,0.8186,0.5212,0.7029,0.7029,0.6369
350000,xgb,0.8498,0.5381,0.7215,0.7215,0.6589
350000,rf,0.8498,0.5381,0.7215,0.7215,0.6589
