size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.7316,0.6737,0.7132,0.7132,0.7014
50000,rf,0.7316,0.6737,0.7132,0.7132,0.7014
100000,xgb,0.7265,0.6616,0.7063,0.7063,0.6925
100000,rf,0.7265,0.6616,0.7063,0.7063,0.6925
150000,xgb,0.7197,0.6535,0.6995,0.6995,0.685
150000,rf,0.7197,0.6535,0.6995,0.6995,0.685
199999,xgb,0.7181,0.6421,0.695,0.695,0.6779
199999,rf,0.7181,0.6421,0.695,0.695,0.6779
249999,xgb,0.7121,0.6296,0.6875,0.6875,0.6683
249999,rf,0.7121,0.6296,0.6875,0.6875,0.6683
299999,xgb,0.7082,0.6249,0.6837,0.6837,0.6639
299999,rf,0.7082,0.6249,0.6837,0.6837,0.6639
349999,xgb,0.7069,0.6181,0.6809,0.6809,0.6595
349999,rf,0.7069,0.6181,0.6809,0.6809,0.6595
399999,xgb,0.7054,0.6128,0.6784,0.6784,0.6558
399999,rf,0.7054,0.6128,0.6784,0.6784,0.6558
449998,xgb,0.7007,0.6063,0.6737,0.6737,0.6501
449998,rf,0.7007,0.6063,0.6737,0.6737,0.6501
500000,xgb,0.7,0.6013,0.6718,0.6718,0.6469
500000,rf,0.7,0.6013,0.6718,0.6718,0.6469
549999,xgb,0.6967,0.5999,0.6694,0.6694,0.6447
549999,rf,0.6967,0.5999,0.6694,0.6694,0.6447
599999,xgb,0.6953,0.5961,0.6674,0.6674,0.6419
599999,rf,0.6953,0.5961,0.6674,0.6674,0.6419
649999,xgb,0.6945,0.5921,0.6658,0.6658,0.6392
649999,rf,0.6945,0.5921,0.6658,0.6658,0.6392
699999,xgb,0.6922,0.5907,0.664,0.664,0.6374
699999,rf,0.6922,0.5907,0.664,0.664,0.6374
749999,xgb,0.6908,0.5878,0.6624,0.6624,0.6352
749999,rf,0.6908,0.5878,0.6624,0.6624,0.6352
800000,xgb,0.6892,0.5858,0.6608,0.6608,0.6333
800000,rf,0.6892,0.5858,0.6608,0.6608,0.6333
1000000,xgb,0.685,0.5812,0.657,0.657,0.6289
1000000,rf,0.685,0.5812,0.657,0.657,0.6289
1499999,xgb,0.6781,0.579,0.6521,0.6521,0.6246
1499999,rf,0.6781,0.579,0.6521,0.6521,0.6246
1999998,xgb,0.6755,0.5842,0.6518,0.6518,0.6266
1999998,rf,0.6755,0.5842,0.6518,0.6518,0.6266
