size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.746,0.6979,0.7301,0.7301,0.7211
49999,rf,0.746,0.6979,0.7301,0.7301,0.7211
99999,xgb,0.9134,0.6339,0.7869,0.7869,0.7484
99999,rf,0.9134,0.6339,0.7869,0.7869,0.7484
149999,xgb,0.935,0.599,0.7787,0.7787,0.7302
149999,rf,0.935,0.599,0.7787,0.7787,0.7302
199999,xgb,0.9157,0.5921,0.7688,0.7688,0.7192
199999,rf,0.9157,0.5921,0.7688,0.7688,0.7192
249999,xgb,0.9222,0.5621,0.7573,0.7573,0.6984
249999,rf,0.9222,0.5621,0.7573,0.7573,0.6984
300000,xgb,0.8942,0.5613,0.7475,0.7475,0.6897
300000,rf,0.8942,0.5613,0.7475,0.7475,0.6897
349999,xgb,0.9041,0.5584,0.7496,0.7496,0.6904
349999,rf,0.9041,0.5584,0.7496,0.7496,0.6904
399999,xgb,0.9395,0.5282,0.7471,0.7471,0.6762
399999,rf,0.9395,0.5282,0.7471,0.7471,0.6762
450000,xgb,0.9179,0.532,0.7422,0.7422,0.6736
450000,rf,0.9179,0.532,0.7422,0.7422,0.6736
500000,xgb,0.9088,0.5251,0.7362,0.7362,0.6656
500000,rf,0.9088,0.5251,0.7362,0.7362,0.6656
550000,xgb,0.9163,0.5169,0.7348,0.7348,0.6609
550000,rf,0.9163,0.5169,0.7348,0.7348,0.6609
599999,xgb,0.9379,0.5027,0.7347,0.7347,0.6545
599999,rf,0.9379,0.5027,0.7347,0.7347,0.6545
649999,xgb,0.9215,0.5015,0.7294,0.7294,0.6495
649999,rf,0.9215,0.5015,0.7294,0.7294,0.6495
699999,xgb,0.8288,0.5368,0.713,0.713,0.6516
699999,rf,0.8288,0.5368,0.713,0.713,0.6516
749999,xgb,0.9275,0.4933,0.7273,0.7273,0.644
749999,rf,0.9275,0.4933,0.7273,0.7273,0.644
799999,xgb,0.9185,0.4925,0.7244,0.7244,0.6412
799999,rf,0.9185,0.4925,0.7244,0.7244,0.6412
999999,xgb,0.9291,0.478,0.7207,0.7207,0.6312
999999,rf,0.9291,0.478,0.7207,0.7207,0.6312
1499999,xgb,0.8458,0.4956,0.7026,0.7026,0.625
1499999,rf,0.8458,0.4956,0.7026,0.7026,0.625
1999999,xgb,0.8528,0.4711,0.6949,0.6949,0.607
1999999,rf,0.8528,0.4711,0.6949,0.6949,0.607
