size,model,precision,recall,roc_auc,accuracy,f1_score
15555,xgb,0.7557,0.6822,0.7308,0.7308,0.717
15555,rf,0.7378,0.733,0.7362,0.7362,0.7354
95011,xgb,0.7848,0.7411,0.7689,0.7689,0.7623
95011,rf,0.7721,0.788,0.7777,0.7777,0.7799
174526,xgb,0.805,0.7677,0.7908,0.7908,0.7859
174526,rf,0.8042,0.8133,0.8076,0.8076,0.8087
256208,xgb,0.8157,0.7721,0.7989,0.7989,0.7933
256208,rf,0.812,0.825,0.817,0.817,0.8184
335332,xgb,0.8265,0.7981,0.8153,0.8153,0.8121
335332,rf,0.8216,0.828,0.8241,0.8241,0.8247
