day,model,method,precision,recall,roc_auc,accuracy,f1_score
07-28,xgb,heuristic,0.7121,0.6309,0.6879,0.6879,0.669
07-28,rf,heuristic,0.7121,0.6309,0.6879,0.6879,0.669
07-28,xgb,node2vec,0.6644,0.7698,0.6905,0.6905,0.7132
07-28,rf,node2vec,0.6644,0.7698,0.6905,0.6905,0.7132
07-28,xgb,deepwalk,0.7433,0.5577,0.6825,0.6825,0.6372
07-28,rf,deepwalk,0.7433,0.5577,0.6825,0.6825,0.6372
07-29,xgb,heuristic,0.7158,0.6386,0.6925,0.6925,0.675
07-29,rf,heuristic,0.7158,0.6386,0.6925,0.6925,0.675
07-29,xgb,node2vec,0.6654,0.7773,0.6932,0.6932,0.717
07-29,rf,node2vec,0.6654,0.7773,0.6932,0.6932,0.717
07-29,xgb,deepwalk,0.6981,0.5423,0.6539,0.6539,0.6104
07-29,rf,deepwalk,0.6981,0.5423,0.6539,0.6539,0.6104
07-30,xgb,heuristic,0.712,0.63,0.6876,0.6876,0.6685
07-30,rf,heuristic,0.712,0.63,0.6876,0.6876,0.6685
07-30,xgb,node2vec,0.6606,0.763,0.6855,0.6855,0.7081
07-30,rf,node2vec,0.6606,0.763,0.6855,0.6855,0.7081
07-30,xgb,deepwalk,0.697,0.5516,0.6559,0.6559,0.6159
07-30,rf,deepwalk,0.697,0.5516,0.6559,0.6559,0.6159
07-31,xgb,heuristic,0.7136,0.633,0.6895,0.6895,0.6709
07-31,rf,heuristic,0.7136,0.633,0.6895,0.6895,0.6709
07-31,xgb,node2vec,0.6586,0.753,0.6813,0.6813,0.7026
07-31,rf,node2vec,0.6586,0.753,0.6813,0.6813,0.7026
07-31,xgb,deepwalk,0.7067,0.5443,0.6592,0.6592,0.6149
07-31,rf,deepwalk,0.7067,0.5443,0.6592,0.6592,0.6149
08-02,xgb,heuristic,0.7121,0.6287,0.6873,0.6873,0.6678
08-02,rf,heuristic,0.7121,0.6287,0.6873,0.6873,0.6678
08-02,xgb,node2vec,0.6621,0.7767,0.6901,0.6901,0.7148
08-02,rf,node2vec,0.6621,0.7767,0.6901,0.6901,0.7148
08-02,xgb,deepwalk,0.7164,0.5518,0.6667,0.6667,0.6234
08-02,rf,deepwalk,0.7164,0.5518,0.6667,0.6667,0.6234
08-03,xgb,heuristic,0.716,0.6371,0.6922,0.6922,0.6742
08-03,rf,heuristic,0.716,0.6371,0.6922,0.6922,0.6742
08-03,xgb,node2vec,0.6609,0.7675,0.6869,0.6869,0.7102
08-03,rf,node2vec,0.6609,0.7675,0.6869,0.6869,0.7102
08-03,xgb,deepwalk,0.6939,0.557,0.6556,0.6556,0.618
08-03,rf,deepwalk,0.6939,0.557,0.6556,0.6556,0.618
08-04,xgb,heuristic,0.7147,0.6401,0.6923,0.6923,0.6754
08-04,rf,heuristic,0.7147,0.6401,0.6923,0.6923,0.6754
08-04,xgb,node2vec,0.6605,0.7707,0.6872,0.6872,0.7113
08-04,rf,node2vec,0.6605,0.7707,0.6872,0.6872,0.7113
08-04,xgb,deepwalk,0.7038,0.5481,0.6587,0.6587,0.6163
08-04,rf,deepwalk,0.7038,0.5481,0.6587,0.6587,0.6163
08-05,xgb,heuristic,0.7176,0.6513,0.6975,0.6975,0.6828
08-05,rf,heuristic,0.7176,0.6513,0.6975,0.6975,0.6828
08-05,xgb,node2vec,0.6601,0.7729,0.6874,0.6874,0.7121
08-05,rf,node2vec,0.6601,0.7729,0.6874,0.6874,0.7121
08-05,xgb,deepwalk,0.6932,0.5488,0.653,0.653,0.6126
08-05,rf,deepwalk,0.6932,0.5488,0.653,0.653,0.6126
08-06,xgb,heuristic,0.7155,0.6366,0.6917,0.6917,0.6737
08-06,rf,heuristic,0.7155,0.6366,0.6917,0.6917,0.6737
08-06,xgb,node2vec,0.6648,0.7781,0.6929,0.6929,0.717
08-06,rf,node2vec,0.6648,0.7781,0.6929,0.6929,0.717
08-06,xgb,deepwalk,0.7046,0.5533,0.6606,0.6606,0.6198
08-06,rf,deepwalk,0.7046,0.5533,0.6606,0.6606,0.6198
08-07,xgb,heuristic,0.7198,0.6568,0.7006,0.7006,0.6869
08-07,rf,heuristic,0.7198,0.6568,0.7006,0.7006,0.6869
08-07,xgb,node2vec,0.6661,0.7744,0.6931,0.6931,0.7162
08-07,rf,node2vec,0.6661,0.7744,0.6931,0.6931,0.7162
08-07,xgb,deepwalk,0.707,0.5487,0.6606,0.6606,0.6179
08-07,rf,deepwalk,0.707,0.5487,0.6606,0.6606,0.6179
08-08,xgb,heuristic,0.7176,0.6508,0.6974,0.6974,0.6826
08-08,rf,heuristic,0.7176,0.6508,0.6974,0.6974,0.6826
08-08,xgb,node2vec,0.6609,0.7714,0.6878,0.6878,0.7119
08-08,rf,node2vec,0.6609,0.7714,0.6878,0.6878,0.7119
08-08,xgb,deepwalk,0.7106,0.5769,0.671,0.671,0.6368
08-08,rf,deepwalk,0.7106,0.5769,0.671,0.671,0.6368
