size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.5154,0.6016,0.518,0.518,0.5552
50000,rf,0.5154,0.6016,0.518,0.518,0.5552
100000,xgb,0.5796,0.7077,0.5972,0.5972,0.6373
100000,rf,0.5796,0.7077,0.5972,0.5972,0.6373
150000,xgb,0.5685,0.7316,0.5882,0.5882,0.6398
150000,rf,0.5685,0.7316,0.5882,0.5882,0.6398
199999,xgb,0.5762,0.706,0.5933,0.5933,0.6345
199999,rf,0.5762,0.706,0.5933,0.5933,0.6345
249999,xgb,0.5691,0.685,0.5832,0.5832,0.6217
249999,rf,0.5691,0.685,0.5832,0.5832,0.6217
299999,xgb,0.5746,0.6921,0.5899,0.5899,0.6279
299999,rf,0.5746,0.6921,0.5899,0.5899,0.6279
349999,xgb,0.5784,0.6866,0.5931,0.5931,0.6279
349999,rf,0.5784,0.6866,0.5931,0.5931,0.6279
399999,xgb,0.5857,0.6763,0.5989,0.5989,0.6277
399999,rf,0.5857,0.6763,0.5989,0.5989,0.6277
449998,xgb,0.5921,0.6905,0.6074,0.6074,0.6375
449998,rf,0.5921,0.6905,0.6074,0.6074,0.6375
500000,xgb,0.5953,0.6957,0.6114,0.6114,0.6416
500000,rf,0.5953,0.6957,0.6114,0.6114,0.6416
549999,xgb,0.592,0.6802,0.6057,0.6057,0.633
549999,rf,0.592,0.6802,0.6057,0.6057,0.633
599999,xgb,0.6054,0.7001,0.6219,0.6219,0.6493
599999,rf,0.6054,0.7001,0.6219,0.6219,0.6493
649999,xgb,0.6125,0.702,0.6289,0.6289,0.6542
649999,rf,0.6125,0.702,0.6289,0.6289,0.6542
699999,xgb,0.6132,0.6967,0.6286,0.6286,0.6523
699999,rf,0.6132,0.6967,0.6286,0.6286,0.6523
749999,xgb,0.6188,0.6966,0.6337,0.6337,0.6554
749999,rf,0.6188,0.6966,0.6337,0.6337,0.6554
800000,xgb,0.6156,0.6885,0.6293,0.6293,0.65
800000,rf,0.6156,0.6885,0.6293,0.6293,0.65
1000000,xgb,0.6298,0.677,0.6396,0.6396,0.6526
1000000,rf,0.6298,0.677,0.6396,0.6396,0.6526
1499999,xgb,0.6643,0.6277,0.6553,0.6553,0.6455
1499999,rf,0.6643,0.6277,0.6553,0.6553,0.6455
1999998,xgb,0.6829,0.587,0.6572,0.6572,0.6313
1999998,rf,0.6829,0.587,0.6572,0.6572,0.6313
