size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.727,0.6675,0.7084,0.7084,0.696
50000,rf,0.727,0.6675,0.7084,0.7084,0.696
99999,xgb,0.7245,0.659,0.7042,0.7042,0.6902
99999,rf,0.7245,0.659,0.7042,0.7042,0.6902
150000,xgb,0.7194,0.6494,0.698,0.698,0.6826
150000,rf,0.7194,0.6494,0.698,0.698,0.6826
199999,xgb,0.7154,0.6374,0.6919,0.6919,0.6742
199999,rf,0.7154,0.6374,0.6919,0.6919,0.6742
249999,xgb,0.7125,0.6303,0.688,0.688,0.6689
249999,rf,0.7125,0.6303,0.688,0.688,0.6689
300000,xgb,0.71,0.6238,0.6845,0.6845,0.6641
300000,rf,0.71,0.6238,0.6845,0.6845,0.6641
350000,xgb,0.707,0.6178,0.6809,0.6809,0.6594
350000,rf,0.707,0.6178,0.6809,0.6809,0.6594
400000,xgb,0.7035,0.611,0.6767,0.6767,0.654
400000,rf,0.7035,0.611,0.6767,0.6767,0.654
450000,xgb,0.7017,0.6071,0.6745,0.6745,0.651
450000,rf,0.7017,0.6071,0.6745,0.6745,0.651
499999,xgb,0.6998,0.6045,0.6726,0.6726,0.6487
499999,rf,0.6998,0.6045,0.6726,0.6726,0.6487
550000,xgb,0.6962,0.5973,0.6683,0.6683,0.643
550000,rf,0.6962,0.5973,0.6683,0.6683,0.643
999999,xgb,0.6858,0.5823,0.6578,0.6578,0.6299
999999,rf,0.6858,0.5823,0.6578,0.6578,0.6299
1999998,xgb,0.6756,0.5842,0.6518,0.6518,0.6266
1999998,rf,0.6756,0.5842,0.6518,0.6518,0.6266
