day,model,method,precision,recall,roc_auc,accuracy,f1_score
08-02,rf,node2vec,0.6655,0.8175,0.7033,0.7033,0.7337
08-02,xgb,deepwalk,0.6298,0.6005,0.6238,0.6238,0.6148
08-02,rf,deepwalk,0.6298,0.6005,0.6238,0.6238,0.6148
08-03,xgb,heuristic,0.7299,0.677,0.7132,0.7132,0.7024
08-03,rf,heuristic,0.7299,0.677,0.7132,0.7132,0.7024
08-03,xgb,node2vec,0.6644,0.8161,0.7019,0.7019,0.7325
08-03,rf,node2vec,0.6644,0.8161,0.7019,0.7019,0.7325
08-03,xgb,deepwalk,0.648,0.62,0.6416,0.6416,0.6337
08-03,rf,deepwalk,0.648,0.62,0.6416,0.6416,0.6337
08-04,xgb,heuristic,0.7312,0.6759,0.7137,0.7137,0.7025
08-04,rf,heuristic,0.7312,0.6759,0.7137,0.7137,0.7025
08-04,xgb,node2vec,0.6517,0.7697,0.6792,0.6792,0.7058
08-04,rf,node2vec,0.6517,0.7697,0.6792,0.6792,0.7058
08-04,xgb,deepwalk,0.6291,0.5873,0.6205,0.6205,0.6075
08-04,rf,deepwalk,0.6291,0.5873,0.6205,0.6205,0.6075
08-05,xgb,heuristic,0.7335,0.6879,0.719,0.719,0.7099
08-05,rf,heuristic,0.7335,0.6879,0.719,0.719,0.7099
08-05,xgb,node2vec,0.6451,0.7514,0.6691,0.6691,0.6942
08-05,rf,node2vec,0.6451,0.7514,0.6691,0.6691,0.6942
08-05,xgb,deepwalk,0.6388,0.6044,0.6313,0.6313,0.6211
08-05,rf,deepwalk,0.6388,0.6044,0.6313,0.6313,0.6211
08-06,xgb,heuristic,0.7334,0.6787,0.716,0.716,0.705
08-06,rf,heuristic,0.7334,0.6787,0.716,0.716,0.705
08-06,xgb,node2vec,0.6505,0.7535,0.6743,0.6743,0.6982
08-06,rf,node2vec,0.6505,0.7535,0.6743,0.6743,0.6982
08-06,xgb,deepwalk,0.6367,0.5998,0.6288,0.6288,0.6177
08-06,rf,deepwalk,0.6367,0.5998,0.6288,0.6288,0.6177
08-07,xgb,heuristic,0.7321,0.6908,0.719,0.719,0.7108
08-07,rf,heuristic,0.7321,0.6908,0.719,0.719,0.7108
08-07,xgb,node2vec,0.6431,0.7413,0.665,0.665,0.6887
08-07,rf,node2vec,0.6431,0.7413,0.665,0.665,0.6887
08-07,xgb,deepwalk,0.6301,0.5978,0.6234,0.6234,0.6135
08-07,rf,deepwalk,0.6301,0.5978,0.6234,0.6234,0.6135
08-08,xgb,heuristic,0.7285,0.6804,0.7134,0.7134,0.7037
08-08,rf,heuristic,0.7285,0.6804,0.7134,0.7134,0.7037
08-08,xgb,node2vec,0.6067,0.6453,0.6135,0.6135,0.6254
08-08,rf,node2vec,0.6067,0.6453,0.6135,0.6135,0.6254
08-08,xgb,deepwalk,0.6267,0.6074,0.6228,0.6228,0.6169
08-08,rf,deepwalk,0.6267,0.6074,0.6228,0.6228,0.6169
08-09,xgb,heuristic,0.7306,0.6725,0.7122,0.7122,0.7003
08-09,rf,heuristic,0.7306,0.6725,0.7122,0.7122,0.7003
08-09,xgb,node2vec,0.6475,0.7635,0.6739,0.6739,0.7007
08-09,rf,node2vec,0.6475,0.7635,0.6739,0.6739,0.7007
08-09,xgb,deepwalk,0.6296,0.5976,0.623,0.623,0.6132
08-09,rf,deepwalk,0.6296,0.5976,0.623,0.623,0.6132
08-10,xgb,heuristic,0.7341,0.6891,0.7197,0.7197,0.7109
08-10,rf,heuristic,0.7341,0.6891,0.7197,0.7197,0.7109
08-10,xgb,node2vec,0.6677,0.8271,0.7078,0.7078,0.7389
08-10,rf,node2vec,0.6677,0.8271,0.7078,0.7078,0.7389
08-10,xgb,deepwalk,0.654,0.6233,0.6468,0.6468,0.6383
08-10,rf,deepwalk,0.654,0.6233,0.6468,0.6468,0.6383
08-11,xgb,heuristic,0.7304,0.673,0.7123,0.7123,0.7005
08-11,rf,heuristic,0.7304,0.673,0.7123,0.7123,0.7005
08-11,xgb,node2vec,0.6439,0.7463,0.6668,0.6668,0.6913
08-11,rf,node2vec,0.6439,0.7463,0.6668,0.6668,0.6913
08-11,xgb,deepwalk,0.6188,0.5859,0.6125,0.6125,0.6019
08-11,rf,deepwalk,0.6188,0.5859,0.6125,0.6125,0.6019
08-12,xgb,heuristic,0.7318,0.6818,0.716,0.716,0.7059
08-12,rf,heuristic,0.7318,0.6818,0.716,0.716,0.7059
08-12,xgb,node2vec,0.6531,0.7775,0.6823,0.6823,0.7099
08-12,rf,node2vec,0.6531,0.7775,0.6823,0.6823,0.7099
08-12,xgb,deepwalk,0.6348,0.5927,0.6259,0.6259,0.613
08-12,rf,deepwalk,0.6348,0.5927,0.6259,0.6259,0.613
08-13,xgb,heuristic,0.7312,0.6727,0.7127,0.7127,0.7008
08-13,rf,heuristic,0.7312,0.6727,0.7127,0.7127,0.7008
08-13,xgb,node2vec,0.6351,0.7184,0.6528,0.6528,0.6742
08-13,rf,node2vec,0.6351,0.7184,0.6528,0.6528,0.6742
08-13,xgb,deepwalk,0.639,0.5769,0.6255,0.6255,0.6064
08-13,rf,deepwalk,0.639,0.5769,0.6255,0.6255,0.6064
08-14,xgb,heuristic,0.7325,0.6896,0.7189,0.7189,0.7104
08-14,rf,heuristic,0.7325,0.6896,0.7189,0.7189,0.7104
08-14,xgb,node2vec,0.6333,0.7148,0.6504,0.6504,0.6716
08-14,rf,node2vec,0.6333,0.7148,0.6504,0.6504,0.6716
08-14,xgb,deepwalk,0.6281,0.5836,0.619,0.619,0.605
08-14,rf,deepwalk,0.6281,0.5836,0.619,0.619,0.605
08-15,xgb,heuristic,0.7323,0.6844,0.7171,0.7171,0.7075
08-15,rf,heuristic,0.7323,0.6844,0.7171,0.7171,0.7075
08-15,xgb,node2vec,0.6304,0.7037,0.6455,0.6455,0.665
08-15,rf,node2vec,0.6304,0.7037,0.6455,0.6455,0.665
08-15,xgb,deepwalk,0.6322,0.6049,0.6265,0.6265,0.6182
08-15,rf,deepwalk,0.6322,0.6049,0.6265,0.6265,0.6182
08-16,xgb,heuristic,0.7276,0.6728,0.7105,0.7105,0.6991
08-16,rf,heuristic,0.7276,0.6728,0.7105,0.7105,0.6991
08-16,xgb,node2vec,0.6392,0.7315,0.6593,0.6593,0.6822
08-16,rf,node2vec,0.6392,0.7315,0.6593,0.6593,0.6822
08-16,xgb,deepwalk,0.6405,0.6166,0.6353,0.6353,0.6283
08-16,rf,deepwalk,0.6405,0.6166,0.6353,0.6353,0.6283
08-17,xgb,heuristic,0.7279,0.6706,0.7099,0.7099,0.6981
08-17,rf,heuristic,0.7279,0.6706,0.7099,0.7099,0.6981
08-17,xgb,node2vec,0.6549,0.7904,0.687,0.687,0.7163
08-17,rf,node2vec,0.6549,0.7904,0.687,0.687,0.7163
08-17,xgb,deepwalk,0.6271,0.5997,0.6216,0.6216,0.6131
08-17,rf,deepwalk,0.6271,0.5997,0.6216,0.6216,0.6131
08-18,xgb,heuristic,0.7262,0.6669,0.7077,0.7077,0.6953
08-18,rf,heuristic,0.7262,0.6669,0.7077,0.7077,0.6953
08-18,xgb,node2vec,0.6458,0.7493,0.6692,0.6692,0.6937
08-18,rf,node2vec,0.6458,0.7493,0.6692,0.6692,0.6937
08-18,xgb,deepwalk,0.6311,0.6054,0.6258,0.6258,0.618
08-18,rf,deepwalk,0.6311,0.6054,0.6258,0.6258,0.618
08-19,xgb,heuristic,0.7304,0.6781,0.7139,0.7139,0.7033
08-19,rf,heuristic,0.7304,0.6781,0.7139,0.7139,0.7033
08-19,xgb,node2vec,0.6429,0.7509,0.6669,0.6669,0.6927
08-19,rf,node2vec,0.6429,0.7509,0.6669,0.6669,0.6927
08-19,xgb,deepwalk,0.6495,0.6142,0.6414,0.6414,0.6314
08-19,rf,deepwalk,0.6495,0.6142,0.6414,0.6414,0.6314
08-20,xgb,heuristic,0.7268,0.6761,0.711,0.711,0.7005
08-20,rf,heuristic,0.7268,0.6761,0.711,0.711,0.7005
08-20,xgb,node2vec,0.6328,0.7065,0.6482,0.6482,0.6676
08-20,rf,node2vec,0.6328,0.7065,0.6482,0.6482,0.6676
08-20,xgb,deepwalk,0.6385,0.5986,0.6299,0.6299,0.6179
08-20,rf,deepwalk,0.6385,0.5986,0.6299,0.6299,0.6179
08-21,xgb,heuristic,0.7328,0.6785,0.7156,0.7156,0.7046
08-21,rf,heuristic,0.7328,0.6785,0.7156,0.7156,0.7046
08-21,xgb,node2vec,0.628,0.6961,0.6419,0.6419,0.6603
08-21,rf,node2vec,0.628,0.6961,0.6419,0.6419,0.6603
08-21,xgb,deepwalk,0.6385,0.6131,0.633,0.633,0.6255
08-21,rf,deepwalk,0.6385,0.6131,0.633,0.633,0.6255
08-22,xgb,heuristic,0.7252,0.6704,0.7082,0.7082,0.6967
08-22,rf,heuristic,0.7252,0.6704,0.7082,0.7082,0.6967
08-22,xgb,node2vec,0.6488,0.7672,0.6759,0.6759,0.703
08-22,rf,node2vec,0.6488,0.7672,0.6759,0.6759,0.703
08-22,xgb,deepwalk,0.6404,0.6214,0.6362,0.6362,0.6307
08-22,rf,deepwalk,0.6404,0.6214,0.6362,0.6362,0.6307
08-23,xgb,heuristic,0.7262,0.6679,0.708,0.708,0.6958
08-23,rf,heuristic,0.7262,0.6679,0.708,0.708,0.6958
08-23,xgb,node2vec,0.6552,0.7902,0.6872,0.6872,0.7164
08-23,rf,node2vec,0.6552,0.7902,0.6872,0.6872,0.7164
08-23,xgb,deepwalk,0.6439,0.6378,0.6426,0.6426,0.6409
08-23,rf,deepwalk,0.6439,0.6378,0.6426,0.6426,0.6409
08-24,xgb,heuristic,0.7298,0.669,0.7107,0.7107,0.6981
08-24,rf,heuristic,0.7298,0.669,0.7107,0.7107,0.6981
08-24,xgb,node2vec,0.6559,0.7874,0.6871,0.6871,0.7157
08-24,rf,node2vec,0.6559,0.7874,0.6871,0.6871,0.7157
08-24,xgb,deepwalk,0.6258,0.6125,0.6232,0.6232,0.6191
08-24,rf,deepwalk,0.6258,0.6125,0.6232,0.6232,0.6191
08-25,xgb,heuristic,0.7315,0.6706,0.7122,0.7122,0.6997
08-25,rf,heuristic,0.7315,0.6706,0.7122,0.7122,0.6997
08-25,xgb,node2vec,0.6405,0.7262,0.6593,0.6593,0.6807
08-25,rf,node2vec,0.6405,0.7262,0.6593,0.6593,0.6807
08-25,xgb,deepwalk,0.6427,0.6141,0.6363,0.6363,0.6281
08-25,rf,deepwalk,0.6427,0.6141,0.6363,0.6363,0.6281
08-26,xgb,heuristic,0.7326,0.6778,0.7152,0.7152,0.7042
08-26,rf,heuristic,0.7326,0.6778,0.7152,0.7152,0.7042
08-26,xgb,node2vec,0.6691,0.8239,0.7082,0.7082,0.7384
08-26,rf,node2vec,0.6691,0.8239,0.7082,0.7082,0.7384
08-26,xgb,deepwalk,0.63,0.6019,0.6242,0.6242,0.6156
08-26,rf,deepwalk,0.63,0.6019,0.6242,0.6242,0.6156
08-27,xgb,heuristic,0.7322,0.68,0.7157,0.7157,0.7051
08-27,rf,heuristic,0.7322,0.68,0.7157,0.7157,0.7051
08-27,xgb,node2vec,0.6479,0.7536,0.672,0.672,0.6967
08-27,rf,node2vec,0.6479,0.7536,0.672,0.672,0.6967
08-27,xgb,deepwalk,0.6266,0.5892,0.6191,0.6191,0.6073
08-27,rf,deepwalk,0.6266,0.5892,0.6191,0.6191,0.6073
08-29,xgb,heuristic,0.726,0.6626,0.7063,0.7063,0.6929
08-29,rf,heuristic,0.726,0.6626,0.7063,0.7063,0.6929
08-29,xgb,node2vec,0.6413,0.7353,0.662,0.662,0.6851
08-29,rf,node2vec,0.6413,0.7353,0.662,0.662,0.6851
08-29,xgb,deepwalk,0.6356,0.6119,0.6305,0.6305,0.6235
08-29,rf,deepwalk,0.6356,0.6119,0.6305,0.6305,0.6235
08-30,xgb,heuristic,0.7248,0.6654,0.7064,0.7064,0.6938
08-30,rf,heuristic,0.7248,0.6654,0.7064,0.7064,0.6938
08-30,xgb,node2vec,0.648,0.7513,0.6716,0.6716,0.6959
08-30,rf,node2vec,0.648,0.7513,0.6716,0.6716,0.6959
08-30,xgb,deepwalk,0.6343,0.591,0.6251,0.6251,0.6119
08-30,rf,deepwalk,0.6343,0.591,0.6251,0.6251,0.6119
08-31,xgb,heuristic,0.7264,0.6587,0.7053,0.7053,0.6909
08-31,rf,heuristic,0.7264,0.6587,0.7053,0.7053,0.6909
08-31,xgb,node2vec,0.6558,0.7956,0.689,0.689,0.719
08-31,rf,node2vec,0.6558,0.7956,0.689,0.689,0.719
08-31,xgb,deepwalk,0.6563,0.6153,0.6465,0.6465,0.6351
08-31,rf,deepwalk,0.6563,0.6153,0.6465,0.6465,0.6351
09-01,xgb,heuristic,0.7303,0.6701,0.7113,0.7113,0.6989
09-01,rf,heuristic,0.7303,0.6701,0.7113,0.7113,0.6989
09-01,xgb,node2vec,0.6529,0.7732,0.681,0.681,0.708
09-01,rf,node2vec,0.6529,0.7732,0.681,0.681,0.708
09-01,xgb,deepwalk,0.641,0.6209,0.6366,0.6366,0.6308
09-01,rf,deepwalk,0.641,0.6209,0.6366,0.6366,0.6308
09-02,xgb,heuristic,0.7277,0.6772,0.7119,0.7119,0.7015
09-02,rf,heuristic,0.7277,0.6772,0.7119,0.7119,0.7015
09-02,xgb,node2vec,0.6419,0.7403,0.6637,0.6637,0.6876
09-02,rf,node2vec,0.6419,0.7403,0.6637,0.6637,0.6876
09-02,xgb,deepwalk,0.6352,0.6053,0.6289,0.6289,0.6199
09-02,rf,deepwalk,0.6352,0.6053,0.6289,0.6289,0.6199
09-03,xgb,heuristic,0.7298,0.6664,0.7098,0.7098,0.6967
09-03,rf,heuristic,0.7298,0.6664,0.7098,0.7098,0.6967
09-03,xgb,node2vec,0.6452,0.7457,0.6678,0.6678,0.6918
09-03,rf,node2vec,0.6452,0.7457,0.6678,0.6678,0.6918
09-03,xgb,deepwalk,0.6514,0.6162,0.6432,0.6432,0.6333
09-03,rf,deepwalk,0.6514,0.6162,0.6432,0.6432,0.6333
09-04,xgb,heuristic,0.7288,0.6738,0.7115,0.7115,0.7002
09-04,rf,heuristic,0.7288,0.6738,0.7115,0.7115,0.7002
09-04,xgb,node2vec,0.6432,0.7514,0.6673,0.6673,0.6931
09-04,rf,node2vec,0.6432,0.7514,0.6673,0.6673,0.6931
09-04,xgb,deepwalk,0.6506,0.615,0.6423,0.6423,0.6323
09-04,rf,deepwalk,0.6506,0.615,0.6423,0.6423,0.6323
09-05,xgb,heuristic,0.7288,0.6649,0.7087,0.7087,0.6954
09-05,rf,heuristic,0.7288,0.6649,0.7087,0.7087,0.6954
09-05,xgb,node2vec,0.6574,0.7862,0.6882,0.6882,0.716
09-05,rf,node2vec,0.6574,0.7862,0.6882,0.6882,0.716
09-05,xgb,deepwalk,0.6371,0.6106,0.6314,0.6314,0.6236
09-05,rf,deepwalk,0.6371,0.6106,0.6314,0.6314,0.6236
09-06,xgb,heuristic,0.7241,0.6661,0.7061,0.7061,0.6939
09-06,rf,heuristic,0.7241,0.6661,0.7061,0.7061,0.6939
09-06,xgb,node2vec,0.6331,0.706,0.6484,0.6484,0.6676
09-06,rf,node2vec,0.6331,0.706,0.6484,0.6484,0.6676
09-06,xgb,deepwalk,0.6335,0.5999,0.6264,0.6264,0.6162
09-06,rf,deepwalk,0.6335,0.5999,0.6264,0.6264,0.6162
09-07,xgb,heuristic,0.7307,0.6673,0.7107,0.7107,0.6975
09-07,rf,heuristic,0.7307,0.6673,0.7107,0.7107,0.6975
09-07,xgb,node2vec,0.6577,0.7936,0.6903,0.6903,0.7193
09-07,rf,node2vec,0.6577,0.7936,0.6903,0.6903,0.7193
09-07,xgb,deepwalk,0.6533,0.6357,0.6492,0.6492,0.6444
09-07,rf,deepwalk,0.6533,0.6357,0.6492,0.6492,0.6444
09-08,xgb,heuristic,0.7274,0.675,0.711,0.711,0.7003
09-08,rf,heuristic,0.7274,0.675,0.711,0.711,0.7003
09-08,xgb,node2vec,0.6554,0.7718,0.683,0.683,0.7088
09-08,rf,node2vec,0.6554,0.7718,0.683,0.683,0.7088
09-08,xgb,deepwalk,0.6419,0.6084,0.6345,0.6345,0.6247
09-08,rf,deepwalk,0.6419,0.6084,0.6345,0.6345,0.6247
09-09,xgb,heuristic,0.7342,0.6679,0.713,0.713,0.6995
09-09,rf,heuristic,0.7342,0.6679,0.713,0.713,0.6995
09-09,xgb,node2vec,0.6416,0.735,0.6622,0.6622,0.6851
09-09,rf,node2vec,0.6416,0.735,0.6622,0.6622,0.6851
09-09,xgb,deepwalk,0.6333,0.5974,0.6257,0.6257,0.6148
09-09,rf,deepwalk,0.6333,0.5974,0.6257,0.6257,0.6148
09-10,xgb,heuristic,0.726,0.668,0.7079,0.7079,0.6958
09-10,rf,heuristic,0.726,0.668,0.7079,0.7079,0.6958
09-10,xgb,node2vec,0.6534,0.7797,0.6831,0.6831,0.711
09-10,rf,node2vec,0.6534,0.7797,0.6831,0.6831,0.711
09-10,xgb,deepwalk,0.6328,0.6025,0.6265,0.6265,0.6173
09-10,rf,deepwalk,0.6328,0.6025,0.6265,0.6265,0.6173
09-11,xgb,heuristic,0.7285,0.6753,0.7118,0.7118,0.7009
09-11,rf,heuristic,0.7285,0.6753,0.7118,0.7118,0.7009
09-11,xgb,node2vec,0.643,0.7413,0.6648,0.6648,0.6887
09-11,rf,node2vec,0.643,0.7413,0.6648,0.6648,0.6887
09-11,xgb,deepwalk,0.6377,0.6021,0.63,0.63,0.6194
09-11,rf,deepwalk,0.6377,0.6021,0.63,0.63,0.6194
09-12,xgb,heuristic,0.7331,0.6774,0.7154,0.7154,0.7042
09-12,rf,heuristic,0.7331,0.6774,0.7154,0.7154,0.7042
09-12,xgb,node2vec,0.661,0.7999,0.6949,0.6949,0.7239
09-12,rf,node2vec,0.661,0.7999,0.6949,0.6949,0.7239
09-12,xgb,deepwalk,0.6286,0.6,0.6227,0.6227,0.614
09-12,rf,deepwalk,0.6286,0.6,0.6227,0.6227,0.614
09-13,xgb,heuristic,0.7301,0.6725,0.7119,0.7119,0.7001
09-13,rf,heuristic,0.7301,0.6725,0.7119,0.7119,0.7001
09-13,xgb,node2vec,0.6263,0.6855,0.6382,0.6382,0.6546
09-13,rf,node2vec,0.6263,0.6855,0.6382,0.6382,0.6546
09-13,xgb,deepwalk,0.6459,0.6258,0.6413,0.6413,0.6357
09-13,rf,deepwalk,0.6459,0.6258,0.6413,0.6413,0.6357
09-14,xgb,heuristic,0.7271,0.6654,0.7078,0.7078,0.6949
09-14,rf,heuristic,0.7271,0.6654,0.7078,0.7078,0.6949
09-14,xgb,node2vec,0.6449,0.7544,0.6695,0.6695,0.6954
09-14,rf,node2vec,0.6449,0.7544,0.6695,0.6695,0.6954
09-14,xgb,deepwalk,0.6399,0.6269,0.6371,0.6371,0.6333
09-14,rf,deepwalk,0.6399,0.6269,0.6371,0.6371,0.6333
09-15,xgb,heuristic,0.7261,0.6694,0.7084,0.7084,0.6966
09-15,rf,heuristic,0.7261,0.6694,0.7084,0.7084,0.6966
09-15,xgb,node2vec,0.6435,0.7414,0.6654,0.6654,0.689
09-15,rf,node2vec,0.6435,0.7414,0.6654,0.6654,0.689
09-15,xgb,deepwalk,0.6337,0.5998,0.6265,0.6265,0.6163
09-15,rf,deepwalk,0.6337,0.5998,0.6265,0.6265,0.6163
09-16,xgb,heuristic,0.7273,0.671,0.7097,0.7097,0.698
09-16,rf,heuristic,0.7273,0.671,0.7097,0.7097,0.698
09-16,xgb,node2vec,0.6536,0.7794,0.6832,0.6832,0.711
09-16,rf,node2vec,0.6536,0.7794,0.6832,0.6832,0.711
09-16,xgb,deepwalk,0.6487,0.6046,0.6386,0.6386,0.6259
09-16,rf,deepwalk,0.6487,0.6046,0.6386,0.6386,0.6259
09-17,xgb,heuristic,0.7238,0.6742,0.7085,0.7085,0.6981
09-17,rf,heuristic,0.7238,0.6742,0.7085,0.7085,0.6981
09-17,xgb,node2vec,0.6307,0.7012,0.6453,0.6453,0.6641
09-17,rf,node2vec,0.6307,0.7012,0.6453,0.6453,0.6641
09-17,xgb,deepwalk,0.641,0.6015,0.6323,0.6323,0.6206
09-17,rf,deepwalk,0.641,0.6015,0.6323,0.6323,0.6206
09-18,xgb,heuristic,0.7299,0.674,0.7123,0.7123,0.7008
09-18,rf,heuristic,0.7299,0.674,0.7123,0.7123,0.7008
09-18,xgb,node2vec,0.6486,0.7668,0.6756,0.6756,0.7027
09-18,rf,node2vec,0.6486,0.7668,0.6756,0.6756,0.7027
09-18,xgb,deepwalk,0.6311,0.5965,0.6239,0.6239,0.6133
09-18,rf,deepwalk,0.6311,0.5965,0.6239,0.6239,0.6133
09-19,xgb,heuristic,0.7303,0.6707,0.7115,0.7115,0.6993
09-19,rf,heuristic,0.7303,0.6707,0.7115,0.7115,0.6993
09-19,xgb,node2vec,0.6358,0.7158,0.6529,0.6529,0.6734
09-19,rf,node2vec,0.6358,0.7158,0.6529,0.6529,0.6734
09-19,xgb,deepwalk,0.6404,0.6021,0.632,0.632,0.6206
09-19,rf,deepwalk,0.6404,0.6021,0.632,0.632,0.6206
09-20,xgb,heuristic,0.7361,0.6867,0.7202,0.7202,0.7105
09-20,rf,heuristic,0.7361,0.6867,0.7202,0.7202,0.7105
09-20,xgb,node2vec,0.6399,0.7324,0.6601,0.6601,0.6831
09-20,rf,node2vec,0.6399,0.7324,0.6601,0.6601,0.6831
09-20,xgb,deepwalk,0.6331,0.6029,0.6268,0.6268,0.6176
09-20,rf,deepwalk,0.6331,0.6029,0.6268,0.6268,0.6176
09-21,xgb,heuristic,0.727,0.6709,0.7095,0.7095,0.6978
09-21,rf,heuristic,0.727,0.6709,0.7095,0.7095,0.6978
09-21,xgb,node2vec,0.6612,0.8065,0.6966,0.6966,0.7266
09-21,rf,node2vec,0.6612,0.8065,0.6966,0.6966,0.7266
09-21,xgb,deepwalk,0.6366,0.6052,0.6298,0.6298,0.6205
09-21,rf,deepwalk,0.6366,0.6052,0.6298,0.6298,0.6205
09-22,xgb,heuristic,0.7273,0.6647,0.7078,0.7078,0.6946
09-22,rf,heuristic,0.7273,0.6647,0.7078,0.7078,0.6946
09-22,xgb,node2vec,0.6643,0.8181,0.7024,0.7024,0.7333
09-22,rf,node2vec,0.6643,0.8181,0.7024,0.7024,0.7333
09-22,xgb,deepwalk,0.6399,0.6277,0.6372,0.6372,0.6337
09-22,rf,deepwalk,0.6399,0.6277,0.6372,0.6372,0.6337
09-23,xgb,heuristic,0.7336,0.6753,0.715,0.715,0.7032
09-23,rf,heuristic,0.7336,0.6753,0.715,0.715,0.7032
09-23,xgb,node2vec,0.6514,0.76,0.6766,0.6766,0.7015
09-23,rf,node2vec,0.6514,0.76,0.6766,0.6766,0.7015
09-23,xgb,deepwalk,0.6337,0.6016,0.6269,0.6269,0.6172
09-23,rf,deepwalk,0.6337,0.6016,0.6269,0.6269,0.6172
09-24,xgb,heuristic,0.7301,0.6768,0.7133,0.7133,0.7025
09-24,rf,heuristic,0.7301,0.6768,0.7133,0.7133,0.7025
09-24,xgb,node2vec,0.622,0.6678,0.631,0.631,0.6441
09-24,rf,node2vec,0.622,0.6678,0.631,0.631,0.6441
09-24,xgb,deepwalk,0.6413,0.6212,0.6369,0.6369,0.6311
09-24,rf,deepwalk,0.6413,0.6212,0.6369,0.6369,0.6311
09-25,xgb,heuristic,0.7346,0.6812,0.7176,0.7176,0.7069
09-25,rf,heuristic,0.7346,0.6812,0.7176,0.7176,0.7069
09-25,xgb,node2vec,0.6189,0.6682,0.6283,0.6283,0.6426
09-25,rf,node2vec,0.6189,0.6682,0.6283,0.6283,0.6426
09-25,xgb,deepwalk,0.6335,0.6031,0.6271,0.6271,0.6179
09-25,rf,deepwalk,0.6335,0.6031,0.6271,0.6271,0.6179
09-26,xgb,heuristic,0.7281,0.6632,0.7078,0.7078,0.6941
09-26,rf,heuristic,0.7281,0.6632,0.7078,0.7078,0.6941
09-26,xgb,node2vec,0.6624,0.7983,0.6957,0.6957,0.724
09-26,rf,node2vec,0.6624,0.7983,0.6957,0.6957,0.724
09-26,xgb,deepwalk,0.6389,0.5964,0.6296,0.6296,0.6169
09-26,rf,deepwalk,0.6389,0.5964,0.6296,0.6296,0.6169
