size,model,precision,recall,roc_auc,accuracy,f1_score
31881,xgb,0.9779,0.9093,0.9444,0.9444,0.9424
31881,rf,0.9779,0.9093,0.9444,0.9444,0.9424
75156,xgb,0.9697,0.8664,0.9197,0.9197,0.9151
75156,rf,0.9697,0.8664,0.9197,0.9197,0.9151
126872,xgb,0.9468,0.8166,0.8854,0.8854,0.8769
126872,rf,0.9468,0.8166,0.8854,0.8854,0.8769
