size,model,precision,recall,roc_auc,accuracy,f1_score
31881,xgb,0.9733,0.9525,0.9632,0.9632,0.9628
31881,rf,0.9733,0.9525,0.9632,0.9632,0.9628
75156,xgb,0.9579,0.8504,0.9065,0.9065,0.9009
75156,rf,0.9579,0.8504,0.9065,0.9065,0.9009
126872,xgb,0.9586,0.8102,0.8876,0.8876,0.8782
126872,rf,0.9586,0.8102,0.8876,0.8876,0.8782
