size,model,precision,recall,roc_auc,accuracy,f1_score
37436,xgb,0.3958,0.1145,0.4699,0.4699,0.1776
37436,rf,0.3265,0.0964,0.4488,0.4488,0.1488
74883,xgb,0.4464,0.1059,0.4873,0.4873,0.1712
74883,rf,0.3906,0.1059,0.4703,0.4703,0.1667
112324,xgb,0.4375,0.0861,0.4877,0.4877,0.1438
112324,rf,0.4231,0.0902,0.4836,0.4836,0.1486
149778,xgb,0.1139,0.0112,0.4621,0.462,0.0204
149778,rf,0.0909,0.0106,0.4525,0.4523,0.0189
187215,xgb,0.1845,0.0216,0.463,0.4627,0.0387
187215,rf,0.1854,0.023,0.4609,0.4606,0.0409
224673,xgb,0.0299,0.0027,0.4579,0.4576,0.0049
224673,rf,0.0325,0.0032,0.4538,0.4536,0.0058
262111,xgb,0.041,0.0037,0.459,0.4588,0.0067
262111,rf,0.0372,0.0036,0.4554,0.4552,0.0065
299579,xgb,0.159,0.015,0.4678,0.4677,0.0274
299579,rf,0.1651,0.0166,0.4663,0.4663,0.0302
337001,xgb,0.055,0.0043,0.4653,0.4651,0.008
337001,rf,0.0468,0.0039,0.4619,0.4617,0.0073
