size,model,precision,recall,roc_auc,accuracy,f1_score
34993,xgb,0.6668,0.5367,0.6342,0.6342,0.5947
34993,rf,0.6668,0.5367,0.6342,0.6342,0.5947
69983,xgb,0.837,0.6434,0.759,0.759,0.7275
69983,rf,0.837,0.6434,0.759,0.759,0.7275
104970,xgb,0.8896,0.7541,0.8302,0.8302,0.8163
104970,rf,0.8896,0.7541,0.8302,0.8302,0.8163
139955,xgb,0.9069,0.8091,0.863,0.863,0.8552
139955,rf,0.9069,0.8091,0.863,0.863,0.8552
174938,xgb,0.9143,0.8436,0.8822,0.8822,0.8775
174938,rf,0.9143,0.8436,0.8822,0.8822,0.8775
209928,xgb,0.9185,0.8671,0.895,0.895,0.892
209928,rf,0.9185,0.8671,0.895,0.895,0.892
244900,xgb,0.9219,0.8789,0.9022,0.9022,0.8999
244900,rf,0.9219,0.8789,0.9022,0.9022,0.8999
279886,xgb,0.9226,0.8899,0.9076,0.9076,0.906
279886,rf,0.9226,0.8899,0.9076,0.9076,0.906
314858,xgb,0.9245,0.8956,0.9112,0.9112,0.9098
314858,rf,0.9245,0.8956,0.9112,0.9112,0.9098
