size,model,precision,recall,roc_auc,accuracy,f1_score
37437,xgb,0.8636,0.2289,0.5963,0.5952,0.3619
37437,rf,0.8636,0.2289,0.5963,0.5952,0.3619
74879,xgb,0.8425,0.4534,0.6843,0.6843,0.5895
74879,rf,0.8425,0.4534,0.6843,0.6843,0.5895
112325,xgb,0.9053,0.7049,0.8156,0.8156,0.7926
112325,rf,0.9053,0.7049,0.8156,0.8156,0.7926
149761,xgb,0.8676,0.586,0.7483,0.7482,0.6995
149761,rf,0.8676,0.586,0.7483,0.7482,0.6995
187218,xgb,0.9083,0.8431,0.879,0.8789,0.8745
187218,rf,0.9083,0.8431,0.879,0.8789,0.8745
224675,xgb,0.8342,0.3017,0.6208,0.6206,0.4431
224675,rf,0.8342,0.3017,0.6208,0.6206,0.4431
262114,xgb,0.87,0.3992,0.6698,0.6696,0.5473
262114,rf,0.87,0.3992,0.6698,0.6696,0.5473
299566,xgb,0.9095,0.6639,0.7989,0.7989,0.7675
299566,rf,0.9095,0.6639,0.7989,0.7989,0.7675
336994,xgb,0.9375,0.9117,0.9254,0.9254,0.9244
336994,rf,0.9375,0.9117,0.9254,0.9254,0.9244
