size,model,precision,recall,roc_auc,accuracy,f1_score
37438,xgb,0.5294,0.1084,0.506,0.506,0.18
37438,rf,0.5294,0.1084,0.506,0.506,0.18
74873,xgb,0.5208,0.1059,0.5042,0.5042,0.1761
74873,rf,0.5208,0.1059,0.5042,0.5042,0.1761
112321,xgb,0.5,0.0738,0.5,0.5,0.1286
112321,rf,0.5,0.0738,0.5,0.5,0.1286
149771,xgb,0.0925,0.0099,0.4562,0.4559,0.0179
149771,rf,0.0925,0.0099,0.4562,0.4559,0.0179
187218,xgb,0.1768,0.0223,0.4592,0.4592,0.0396
187218,rf,0.1768,0.0223,0.4592,0.4592,0.0396
224673,xgb,0.0287,0.0029,0.4527,0.4526,0.0052
224673,rf,0.0287,0.0029,0.4527,0.4526,0.0052
262120,xgb,0.0413,0.0037,0.4585,0.4582,0.0069
262120,rf,0.0413,0.0037,0.4585,0.4582,0.0069
299560,xgb,0.1592,0.0163,0.465,0.4649,0.0296
299560,rf,0.1592,0.0163,0.465,0.4649,0.0296
337016,xgb,0.0405,0.0036,0.4593,0.4589,0.0066
337016,rf,0.0405,0.0036,0.4593,0.4589,0.0066
