size,model,precision,recall,roc_auc,accuracy,f1_score
34993,xgb,0.7223,0.3853,0.6186,0.6185,0.5026
34993,rf,0.7223,0.3853,0.6186,0.6185,0.5026
69983,xgb,0.8319,0.5808,0.7317,0.7317,0.684
69983,rf,0.8319,0.5808,0.7317,0.7317,0.684
104970,xgb,0.8761,0.6888,0.7957,0.7957,0.7713
104970,rf,0.8761,0.6888,0.7957,0.7957,0.7713
139955,xgb,0.8931,0.761,0.8349,0.8349,0.8218
139955,rf,0.8931,0.761,0.8349,0.8349,0.8218
174938,xgb,0.9082,0.795,0.8573,0.8573,0.8479
174938,rf,0.9082,0.795,0.8573,0.8573,0.8479
209928,xgb,0.9138,0.8284,0.8751,0.8751,0.869
209928,rf,0.9138,0.8284,0.8751,0.8751,0.869
244900,xgb,0.918,0.84,0.8825,0.8825,0.8773
244900,rf,0.918,0.84,0.8825,0.8825,0.8773
279886,xgb,0.9235,0.856,0.8925,0.8925,0.8885
279886,rf,0.9235,0.856,0.8925,0.8925,0.8885
314858,xgb,0.9256,0.8693,0.8997,0.8997,0.8966
314858,rf,0.9256,0.8693,0.8997,0.8997,0.8966
