size,model,precision,recall,roc_auc,accuracy,f1_score
37437,xgb,0.9744,0.2289,0.6114,0.6103,0.3707
37437,rf,0.9744,0.2289,0.6114,0.6103,0.3707
74879,xgb,0.8779,0.4873,0.7097,0.7097,0.6267
74879,rf,0.8779,0.4873,0.7097,0.7097,0.6267
112325,xgb,0.9259,0.5123,0.7357,0.7357,0.6596
112325,rf,0.9259,0.5123,0.7357,0.7357,0.6596
149761,xgb,0.6767,0.139,0.5363,0.5362,0.2307
149761,rf,0.6767,0.139,0.5363,0.5362,0.2307
187218,xgb,0.6748,0.1346,0.5348,0.5345,0.2244
187218,rf,0.6748,0.1346,0.5348,0.5345,0.2244
224675,xgb,0.3413,0.0287,0.4866,0.4863,0.053
224675,rf,0.3413,0.0287,0.4866,0.4863,0.053
262114,xgb,0.4848,0.0508,0.4984,0.4982,0.0919
262114,rf,0.4848,0.0508,0.4984,0.4982,0.0919
299566,xgb,0.5393,0.0686,0.505,0.5048,0.1217
299566,rf,0.5393,0.0686,0.505,0.5048,0.1217
336994,xgb,0.6544,0.1015,0.5239,0.5237,0.1757
336994,rf,0.6544,0.1015,0.5239,0.5237,0.1757
