size,model,precision,recall,roc_auc,accuracy,f1_score
50000,xgb,0.436,0.2262,0.4668,0.4668,0.2978
50000,rf,0.436,0.2262,0.4668,0.4668,0.2978
99999,xgb,0.4879,0.2333,0.4942,0.4942,0.3157
99999,rf,0.4879,0.2333,0.4942,0.4942,0.3157
149998,xgb,0.5637,0.2682,0.5303,0.5303,0.3635
149998,rf,0.5637,0.2682,0.5303,0.5303,0.3635
199998,xgb,0.6297,0.3039,0.5626,0.5626,0.41
199998,rf,0.6297,0.3039,0.5626,0.5626,0.41
249999,xgb,0.7059,0.3227,0.5941,0.5941,0.4429
249999,rf,0.7059,0.3227,0.5941,0.5941,0.4429
299998,xgb,0.7474,0.3633,0.6202,0.6202,0.4889
299998,rf,0.7474,0.3633,0.6202,0.6202,0.4889
349999,xgb,0.8011,0.4026,0.6513,0.6513,0.5359
349999,rf,0.8011,0.4026,0.6513,0.6513,0.5359
399999,xgb,0.838,0.4276,0.6725,0.6725,0.5662
399999,rf,0.838,0.4276,0.6725,0.6725,0.5662
449998,xgb,0.8497,0.4128,0.6699,0.6699,0.5557
449998,rf,0.8497,0.4128,0.6699,0.6699,0.5557
499998,xgb,0.8716,0.4505,0.6921,0.6921,0.594
499998,rf,0.8716,0.4505,0.6921,0.6921,0.594
549998,xgb,0.8828,0.4637,0.7011,0.7011,0.608
549998,rf,0.8828,0.4637,0.7011,0.7011,0.608
599998,xgb,0.8803,0.4742,0.7048,0.7048,0.6163
599998,rf,0.8803,0.4742,0.7048,0.7048,0.6163
649999,xgb,0.8949,0.4728,0.7086,0.7086,0.6187
649999,rf,0.8949,0.4728,0.7086,0.7086,0.6187
699999,xgb,0.896,0.4802,0.7122,0.7122,0.6253
699999,rf,0.896,0.4802,0.7122,0.7122,0.6253
999998,xgb,0.9256,0.5474,0.7517,0.7517,0.688
999998,rf,0.9256,0.5474,0.7517,0.7517,0.688
1999996,xgb,0.9385,0.6181,0.7888,0.7888,0.7453
1999996,rf,0.9385,0.6181,0.7888,0.7888,0.7453
