size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.6763,0.575,0.6499,0.6499,0.6215
49999,rf,0.6761,0.5706,0.6486,0.6486,0.6189
99999,xgb,0.685,0.6043,0.6632,0.6632,0.6421
99999,rf,0.685,0.5939,0.6604,0.6604,0.6362
150000,xgb,0.6875,0.6138,0.6674,0.6674,0.6486
150000,rf,0.6878,0.6058,0.6654,0.6654,0.6442
199999,xgb,0.6942,0.6227,0.6742,0.6742,0.6565
199999,rf,0.6942,0.6172,0.6726,0.6726,0.6534
249999,xgb,0.6969,0.6251,0.6766,0.6766,0.6591
249999,rf,0.6967,0.6193,0.6749,0.6749,0.6557
299999,xgb,0.7122,0.6307,0.6879,0.6879,0.669
299999,rf,0.7117,0.6239,0.6856,0.6856,0.6649
349999,xgb,0.7166,0.6388,0.6931,0.6931,0.6755
349999,rf,0.7168,0.6305,0.6907,0.6907,0.6709
399999,xgb,0.7244,0.6433,0.6993,0.6993,0.6814
399999,rf,0.7227,0.6367,0.6962,0.6962,0.6769
449999,xgb,0.724,0.6273,0.6941,0.6941,0.6722
449999,rf,0.7216,0.6219,0.691,0.691,0.668
499998,xgb,0.7385,0.6595,0.713,0.713,0.6968
499998,rf,0.7357,0.654,0.7095,0.7095,0.6924
549999,xgb,0.7377,0.6597,0.7126,0.7126,0.6965
549999,rf,0.7378,0.652,0.7101,0.7101,0.6922
599999,xgb,0.7438,0.6616,0.7168,0.7168,0.7003
599999,rf,0.74,0.6535,0.7119,0.7119,0.694
649998,xgb,0.7438,0.6535,0.7142,0.7142,0.6957
649998,rf,0.743,0.6481,0.712,0.712,0.6923
