size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.4313,0.2046,0.4674,0.4674,0.2776
49999,rf,0.4411,0.2323,0.469,0.469,0.3044
99999,xgb,0.484,0.2309,0.4924,0.4924,0.3126
99999,rf,0.5019,0.2478,0.5009,0.5009,0.3318
150000,xgb,0.5644,0.2618,0.5299,0.5299,0.3577
150000,rf,0.5654,0.2714,0.5314,0.5314,0.3668
199999,xgb,0.636,0.3155,0.5675,0.5675,0.4218
199999,rf,0.6427,0.3066,0.5681,0.5681,0.4152
249999,xgb,0.691,0.3527,0.5975,0.5975,0.4671
249999,rf,0.7124,0.3404,0.6015,0.6015,0.4607
299999,xgb,0.7436,0.3987,0.6306,0.6306,0.5191
299999,rf,0.7733,0.3749,0.6325,0.6325,0.505
349999,xgb,0.7619,0.4136,0.6422,0.6422,0.5361
349999,rf,0.8063,0.3959,0.6504,0.6504,0.5311
399999,xgb,0.7863,0.4339,0.658,0.658,0.5592
399999,rf,0.8268,0.4101,0.6621,0.6621,0.5483
449999,xgb,0.8001,0.4422,0.6659,0.6659,0.5696
449999,rf,0.8461,0.4211,0.6722,0.6722,0.5623
499998,xgb,0.8274,0.47,0.686,0.686,0.5995
499998,rf,0.8644,0.4465,0.6882,0.6882,0.5889
549999,xgb,0.8376,0.4867,0.6962,0.6962,0.6157
549999,rf,0.8797,0.4593,0.6982,0.6982,0.6035
599999,xgb,0.8428,0.5103,0.7075,0.7075,0.6357
599999,rf,0.8812,0.4813,0.7082,0.7082,0.6226
649998,xgb,0.8513,0.481,0.6985,0.6985,0.6147
649998,rf,0.8903,0.4543,0.6992,0.6992,0.6016
999998,xgb,0.901,0.5704,0.7538,0.7538,0.6985
999998,rf,0.927,0.544,0.7506,0.7506,0.6856
