5003,xgb,0.4545,0.3125,0.4688,0.4688,0.3704
5003,rf,0.4545,0.3125,0.4688,0.4688,0.3704
24856,xgb,0.5565,0.3163,0.5321,0.5321,0.4034
24856,rf,0.5565,0.3163,0.5321,0.5321,0.4034
