5003,xgb,0.5455,0.375,0.5312,0.5312,0.4444
5003,rf,0.5455,0.375,0.5312,0.5312,0.4444
24856,xgb,0.4874,0.1618,0.4958,0.4958,0.243
24856,rf,0.4874,0.1618,0.4958,0.4958,0.243
