size,model,precision,recall,roc_auc,accuracy,f1_score
12034,xgb,0.7912,0.6874,0.753,0.753,0.7356
12034,rf,0.7785,0.6038,0.716,0.716,0.6801
57432,xgb,0.7836,0.7744,0.7803,0.7803,0.779
57432,rf,0.7894,0.701,0.757,0.757,0.7425
103137,xgb,0.8131,0.7583,0.792,0.792,0.7848
103137,rf,0.7851,0.7001,0.7542,0.7542,0.7402
149637,xgb,0.7986,0.7714,0.7884,0.7884,0.7848
149637,rf,0.788,0.7312,0.7673,0.7673,0.7586
196478,xgb,0.787,0.7474,0.7725,0.7725,0.7667
196478,rf,0.7742,0.7107,0.7517,0.7517,0.7411
241890,xgb,0.7759,0.7555,0.7686,0.7686,0.7655
241890,rf,0.77,0.7284,0.7554,0.7554,0.7486
285516,xgb,0.8127,0.798,0.8071,0.8071,0.8053
285516,rf,0.7815,0.7415,0.7671,0.7671,0.761
333556,xgb,0.8021,0.7964,0.8,0.8,0.7993
333556,rf,0.7857,0.765,0.7782,0.7782,0.7753
379423,xgb,0.7785,0.7438,0.7661,0.7661,0.7607
379423,rf,0.7743,0.7408,0.7625,0.7625,0.7572
427661,xgb,0.7983,0.7848,0.7933,0.7933,0.7915
427661,rf,0.7816,0.7491,0.7699,0.7699,0.765
470719,xgb,0.7726,0.7239,0.7554,0.7554,0.7474
470719,rf,0.7666,0.7263,0.7526,0.7526,0.7459
517741,xgb,0.7849,0.7404,0.7688,0.7688,0.762
517741,rf,0.7751,0.7359,0.7612,0.7612,0.755
563612,xgb,0.7834,0.7568,0.7738,0.7738,0.7699
563612,rf,0.774,0.7626,0.77,0.77,0.7683
608605,xgb,0.7857,0.7594,0.7762,0.7762,0.7723
608605,rf,0.7683,0.7423,0.7592,0.7592,0.755
654561,xgb,0.7796,0.7571,0.7715,0.7715,0.7682
654561,rf,0.7647,0.755,0.7613,0.7613,0.7598
700164,xgb,0.7812,0.7458,0.7684,0.7684,0.763
700164,rf,0.767,0.7406,0.7578,0.7578,0.7536
