size,model,precision,recall,roc_auc,accuracy,f1_score
99998,xgb,0.5938,0.3568,0.5563,0.5563,0.4457
99998,rf,0.5926,0.355,0.5555,0.5555,0.444
599997,xgb,0.6967,0.5564,0.6571,0.6571,0.6187
599997,rf,0.6961,0.5544,0.6561,0.6561,0.6172
1099998,xgb,0.7271,0.6493,0.7028,0.7028,0.686
1099998,rf,0.7265,0.6458,0.7013,0.7013,0.6838
1599998,xgb,0.7142,0.5937,0.6781,0.6781,0.6484
1599998,rf,0.7132,0.5902,0.6764,0.6764,0.6459
