size,model,precision,recall,roc_auc,accuracy,f1_score
123731,xgb,0.6608,0.7668,0.6866,0.6866,0.7099
123731,rf,0.6836,0.8251,0.7216,0.7216,0.7477
741714,xgb,0.7148,0.7902,0.7375,0.7375,0.7506
741714,rf,0.7257,0.7694,0.7393,0.7393,0.7469
