size,model,precision,recall,roc_auc,accuracy,f1_score
12034,xgb,0.815,0.9881,0.8819,0.8819,0.8932
12034,rf,0.8153,0.9905,0.8831,0.8831,0.8944
57432,xgb,0.8121,0.9887,0.88,0.88,0.8917
57432,rf,0.8123,0.9882,0.88,0.88,0.8917
103137,xgb,0.7972,0.9812,0.8658,0.8658,0.8797
103137,rf,0.7966,0.9756,0.8633,0.8633,0.8771
149637,xgb,0.8064,0.9738,0.87,0.87,0.8822
149637,rf,0.8062,0.9716,0.869,0.869,0.8812
196478,xgb,0.8047,0.968,0.8665,0.8665,0.8788
196478,rf,0.8047,0.968,0.8665,0.8665,0.8788
241890,xgb,0.8003,0.9605,0.8604,0.8604,0.8731
241890,rf,0.8002,0.9594,0.8599,0.8599,0.8726
285516,xgb,0.8033,0.9595,0.8623,0.8623,0.8745
285516,rf,0.8026,0.9552,0.8601,0.8601,0.8723
333556,xgb,0.799,0.9515,0.8561,0.8561,0.8686
333556,rf,0.7991,0.9507,0.8558,0.8558,0.8683
379423,xgb,0.8012,0.9462,0.8557,0.8557,0.8677
379423,rf,0.8012,0.9456,0.8555,0.8555,0.8674
427661,xgb,0.7992,0.9411,0.8523,0.8523,0.8644
427661,rf,0.7988,0.9393,0.8514,0.8514,0.8634
470719,xgb,0.7972,0.9391,0.8501,0.8501,0.8623
470719,rf,0.7945,0.922,0.8417,0.8417,0.8535
517741,xgb,0.7957,0.9369,0.8482,0.8482,0.8606
517741,rf,0.7953,0.9357,0.8474,0.8474,0.8598
563612,xgb,0.7965,0.9292,0.8459,0.8459,0.8577
563612,rf,0.7964,0.9287,0.8456,0.8456,0.8575
608605,xgb,0.7934,0.9229,0.8412,0.8412,0.8532
608605,rf,0.793,0.9218,0.8406,0.8406,0.8526
654561,xgb,0.7945,0.918,0.8402,0.8402,0.8518
654561,rf,0.7938,0.9137,0.8382,0.8382,0.8495
700164,xgb,0.7947,0.909,0.837,0.837,0.848
700164,rf,0.7941,0.9058,0.8355,0.8355,0.8463
748313,xgb,0.7931,0.9073,0.8353,0.8353,0.8464
748313,rf,0.7931,0.9059,0.8348,0.8348,0.8458
