size,model,precision,recall,roc_auc,accuracy,f1_score
123731,xgb,0.6237,0.691,0.637,0.637,0.6556
123731,rf,0.6423,0.6647,0.6472,0.6472,0.6533
741714,xgb,0.6898,0.6032,0.666,0.666,0.6436
741714,rf,0.7285,0.5509,0.6728,0.6728,0.6274
