size,model,precision,recall,roc_auc,accuracy,f1_score
99998,xgb,0.7039,0.7381,0.7138,0.7138,0.7206
99998,rf,0.7133,0.6249,0.6869,0.6869,0.6662
599997,xgb,0.7579,0.4674,0.6591,0.6591,0.5782
599997,rf,0.8761,0.3789,0.6626,0.6626,0.529
1099998,xgb,0.8123,0.4761,0.683,0.683,0.6003
1099998,rf,0.9179,0.4249,0.6934,0.6934,0.5809
